tcID,ArtID,AName,Quote
2023,104,N48,"Esse gênero de fotografia despertou meu interesse no início da década de 1980, quando comecei a lidar com arquivos de engenheiros que haviam atuado no Rio de Janeiro entre a segunda metade do século XIX e os primeiros anos do século XX, como o ex-prefeito da cidade, Francisco Pereira Passos (1836-1913), cuja coleção encontra-se no Museu da República. Posteriormente, ao realizar uma pesquisa sobre a história das exposições nacionais e internacionais do século XIX, percebi também que essas imagens ocupavam um lugar privilegiado no recinto das exposições e, por extensão, no espetáculo de ""civilização"" e ""progresso"" das nações participantes de tais eventos. Por exemplo, no interior do pavilhão de obras públicas da Exposição Universal de Paris de 1878, além de alguns modelos de pontes e estruturas metálicas, a mostra estava repleta de fotografias e gravuras, como o demostram as imagens nas paredes e os álbuns sobre vitrines que podem ser vistos em uma fotografia da ocasião existente no acervo da Ecole des Ponts et Chaussées."
2024,104,N81,"Nessa mesma época, uma exposição na cidade de Paris, chamada Photo Génie, indicou-me as peculiaridades desse tipo de produção fotográfica -até então pouco pesquisado- e a riqueza do acervo existente nas escolas de engenharia francesas, especialmente na Ecole des Ponts et Chaussées, que reúne mais de 10.000 imagens do século XIX. Faziam parte dessa exposição, por exemplo, fotografias de Pierre Petit (1832-1909) sobre a montagem provisória da Estátua da Liberdade, entre 1876 e 1881, na capital francesa. Vale a pena lembrar aqui que a obra, com 46 metros de altura, havia sido desenhada pelo escultor Fréderic Bartholdi (1834-1904), mas sua concepção estrutural e sua construção estavam a cargo de engenheiros como Gustave Eiffel (1832-1923), formados na melhor tradição do ensino tecnológico da época. "
2022,104,N35,"As fotografias de obras e projetos de engenharia do século XIX são um tipo singular de documentação fotográfica, sobre as quais podemos lançar algumas questões relacionadas aos processos constitutivos da afirmação de uma ""identidade nacional"". No caso brasileiro, as imagens de pontes, estradas e outras construções da época integraram não apenas o processo de criação de uma memória da atividade profissional dos engenheiros encarregados das obras públicas do Império, como também o projeto de construção da nação pelo Estado monárquico, projeto esse orientado por uma visão do progresso como lei geral da história."
1945,31,N573,Civilization and barbarism
1946,31,N1270,Fossil remains
1947,31,N1456,A fall from grace
1948,31,N1798,Bibliography
1949,31,,
1982,87,N184," Expansión Agraria, Hacendados y Campesinos "
1983,87,N399,Agricultores Progresistas y Proyecto Modernizador 
1984,87,N840,Un Petit Cosmos de Modernidad 
1985,87,N1499,"La ""Fiesta de la Industria"": Un Balance "
1986,87,,
2001,88,N36,Sus órdenes son mis deseos
2002,88,N418,Un desierto para la nación
2003,88,N605,El corazón de las tinieblas
2004,88,N779,El fin del género
2005,88,N873,Bibliografía
2006,88,,
2021,90,,
2041,104,N795,Bibliografia
2042,104,,
2193,105,N835," La recuperación del mundo lunfardo, como reservorio de anécdotas, constituye la contraparte del tratamiento analítico y policial en Memorias de un Vigilante. En este tono se incluye la descripción pintoresquista del café de Cassoulet, cueva de ladrones, el regodeo en la narración de estafas ""que son verdaderas maravillas"", los capítulos enteros dedicados a hazañas delictuales, como la del Cuervito, ""el ladrón más sagaz y más fino que ha producido Buenos Aires,"" (Alvarez 1897: 139) lo que hace decir a Miguel Cané en una carta dirigida al autor: ""Se ve que no odia a los ladrones. Por el contrario: parece sentir por ellos una cierta ternura, un amor acaso nacido del contacto..., autor más imparcial que usted no hubiera podido hallarse, ni tampoco de mayor autoridad."" (citado en Ara 1963: 25)"
2192,105,N819," Por otra parte, el uso del seudónimo, la simpatía del narrador hacia el ingenio de los ladrones y el goce en el relato de los delitos dan una orientación ambivalente a la escritura, al explotar el interés narrativo de prácticas y personajes antisociales o moralmente cuestionables. Esta ambigüedad reaparece en textos argentinos posteriores, como Divertidas aventuras del nieto de Juan Moreira (1910) de Payró, donde la corrupción política es tanto objeto de sanción moral como motor de la intriga, lo que genera en el interior de la ficción el problema del seudónimo y del nombre, es decir la cuestión de la 'responsabilidad' de la voz narrativa en un autor que -como en las Memorias- firma con seudónimo."
2191,105,N807," Memorias de un Vigilante muestra también la apropiación del mundo lunfardo como material literario. El estatuto seudo ficcional de las Memorias ubica al texto desde el comienzo en una zona de ambigüedad. Por un lado se trata de ""memorias"" que dicen recordar hechos verdaderamente ocurridos y que, justamente porque son ""reales"" carecen de pretensiones literarias: ""No abrigo la esperanza de que mis recuerdos lleguen a constituir un libro interesante; los he escrito en mis ratos de ocio y no tengo pretensiones de filósofo, ni de literato. No obstante, creo que nadie que me lea perderá el tiempo, pues, por lo menos, se distraerá con casos y cosas que quizás habrá mirado sin ver y que yo en el curso de mi vida me vi obligado a observar en razón de mi temperamento o de mis necesidades."" (Alvarez 1897: 11)"
2188,105,N782," Un nuevo sentido penetra a su vez en la experiencia del tiempo, cuando Fabio Carrizo abandona el rancho paterno para servir a su primer patrón: ""Me di cuenta (...) de que ya no podría extasiarme (...) ni pasarme las horas muertas."" (Alvarez 1897: 14) La dimensión productiva orientará en la ciudad las percepciones del vigilante, aún en el tiempo de ocio: ""Pronto aprendí lo poco del oficio que tenía que aprender, y libre y despreocupado pude entregarme a la investigación paciente y minuciosa de todo lo que me rodeaba, a la observación metódica y tranquila de todo lo que veía y oía."" (Alvarez 1897: 43)"
2189,105,N796,"""Robar un reloj, una cartera, un rollo de dinero o cualquier otra cosa de valor que una persona pueda llevar sobre sí, no es un delito, sino un trabajo de arte, una hazaña."" (José S. Alvarez, ""El arte es sublime"") "
2190,105,N802," Un nuevo tipo de tratamiento se dispone a conjurar, a fines del siglo XIX, el temor producido por esos ""otros"" sociales y culturales que amenazan el nombre de la patria. Tanto la producción de una cultura nacional como la emergencia de ""identidades estatales"" operan mediante la reconversión y cambio de sentido de rasgos producidos en otras condiciones: el Estado se apropia del lunfardo y del tatuaje como instrumentos de identificación. En Memorias de un vigilante, la policía rural roba los caballos y las pilchas a los paisanos antes de transformarlos en soldados de línea. Este episodio de la leva constituye un momento paradigmático: el Estado-Nación acoge a sus integrantes haciéndolos primero víctimas de un robo. "
2187,105,N763," Paralelamente, la conformación de identidades estatales implica también otras inversiones: la captura de saberes y el nuevo sentido del tiempo por una lógica de la productividad. En las Memorias, Fabio Carrizo relata una escena cotidiana de sus primeros años de vida rural: ""al acercarme al palenque, ya pude contar cuántos me habían precedido en la llegada y hasta saber quiénes eran: allí estaban sus caballos a modo de tarjeta de visita."" (Alvarez 1897: 17) El conocimiento intuitivo ligado a la experiencia del campo, se transformará en un saber indiciario recuperable para las instituciones urbanas: podrá conocer a los lunfardos ""con sólo verlos caminar"" (Alvarez 1897: 116) porque ""cada especie tiene su fisonomía especial, sus costumbres propias y su manera de ejecutar un trabajo."" (Alvarez 1897: 91)"
2186,105,N741,"El mismo desplazamiento se produce con la funcionalización del lunfardo. Alberto Dellepiane escribe el primer diccionario y ensayo sobre el tema, El Idioma del delito (1894), publicado como ""contribución al estudio de la psicología criminal."" Esta relación entre delitos y lenguaje permanece, como puede observarse mucho después en un trabajo de José Edmundo Clemente: ""Puede identificarse la clase de delincuente por su manera de hablar. Los asaltantes callejeros o los salteadores de casas, poseen un lenguaje rudo; los carteristas, uno despejado y florido, perfeccionado por los cuenteros del tío y culminado por los tratantes de blancas."" (Clemente 1963: 97)"
2185,105,N711," El lunfardo y el tatuaje, elaborados en un ámbito marginal y formando parte de identidades pre o extra-estatales, fueron invertidos (en el doble sentido del término) como elementos de identificación. El tatuaje, índice de pertenencia a un grupo, pasa a ser una marca útil para la identificación. Luis María Drago en Los hombres de presa (1888) señalaba la imprevisión del delincuente ""que al marcar su cuerpo con una tinta indeleble, inscribe para siempre, mejor que todas las fotografías y las oficinas antropométricas, los signos indudables de su identidad."" (Drago 1888: 82) Los procedimientos técnicos de identificación pretendían constatar una identidad que fuera más allá del nombre, y permitiera acceder directamente al 'alma del delincuente': ""Las inscripciones extravagantes u obscenas de los criminales revelan las inclinaciones pervertidas, los sombríos pensamientos de venganza o la depravación del instinto genésico. Entendido de esta manera, parécenos que el tatuado puede ser de gran ayuda en el estudio de la delincuencia. Si nos fuera permitido parodiar una expresión célebre, diríamos que así como el estilo es el hombre, el tatuado es el criminal."" (Drago 1888: 82)"
2183,105,N674," Para Fabio Carrizo en cambio -cuya profesión consiste en ver, vigilar, identificar- ser visto o hacerse ver por medio de sus memorias implica una inscripción diferente en el reparto de identidades : [Regnier] ""me puso en aptitud no sólo de hacer con brillo mi camino, sino también de hacer estas Memorias, cuya primera parte termina por haber llegado el momento en que el vago de las cuchillas (...), alcanzando el puesto de sargento en la policía de Buenos Aires, pudo ensanchar la esfera de su acción y dejar a la espalda los días obscuros en que el anónimo mataba todas sus iniciativas e invalidaba sus penosos esfuerzos."" (Alvarez 1897: 150)"
2184,105,N680,"Los modos de entrada en el campo de visibilidad conforman la especie de identidad que se constituye en relación al Estado. 'Ser conocido' implica pasar a poblar alguna galería: la de personajes ilustres de la élite, cuyas fotografías exhiben las publicaciones de la época, o la galería de ladrones y anormales retratada por funcionarios y científicos de la época como José S. Alvarez, José Ingenieros oCarlos Octavio Bunge. En las Memorias se perfila, además, la entrada a la visibilidad por una tercera vía cuando Fabio Carrizo deja atrás el anonimato, aquel 'ser nada', escribiendo su propia historia en función del Estado. "
2182,105,N665," Una dicotomía insistente, ligada al problema de la identidad y de la visibilidad, recorre los textos: ser conocido/ser anónimo. Ser visto o retratado en una Galería que circulará en la institución policial implica para el ladrón un lugar de vulnerabilidad, en principio porque está sometido a un determinado tipo de mirada y a partir de allí quedará expuesto a las prácticas reglamentadas por el Estado: ""caer bajo los ojos de un empleado de policía es lo mismo que caer bajo los de toda la repartición, pues unos a otros se van enseñando el mal hombre cuya filiación, nombre y costumbres, si no se inscriben en un registro, quedan sin embargo grabadas en la memoria de quienes no lo olvidarán jamás y serán capaces de encontrarlo más tarde, aunque se transforme en pulga."" (Alvarez 1897: 77)"
2181,105,N650," El texto produce así un núcleo de contradicciones significativas que parecen integrar la lógica del Estado: el vigilante -futuro perseguidor de ladrones- entrará a formar parte del orden sometiéndose a un robo por parte de la autoridad. ""Las corrientes del mundo me arrebataron y luché con ellas con suerte varia"" (Alvarez 1897: 15) Las alternativas de posicionamiento en relación al Estado -con/contra- señalan la encrucijada política para un creciente grupo social que pasará a formar parte -o quedará excluido- de los futuros sectores medios: ""¡Era alguien y esto era mucho para quien no había sido nada! Ya no era el paria, el desheredado, el caballo patrio que cualquiera ensilla y nadie cuida: era el cabo Fabio Carrizo, el principio de aquel sargento 1º , que en 1880 recibía su baja absoluta, después de diez años de servicios ..."" (Alvarez 1897: 31) En este episodio fundante aparece el nombre propio del protagonista por primera vez en el texto. El nombre, como lugar de inscripción social del grupo sobre el sujeto , parece adquirido exclusivamente a partir de su relación con el ejército de línea."
2180,105,N628," El batallón es el lugar de formación del nuevo ciudadano, primer hogar y escuela para vagos y peones de campo. La ""voz vinosa de la autoridad"" (Alvarez 1897: 28) en el momento de la leva, el robo de caballos y pilchas ""tan injusta como infamemente arrebatados en un momento de desgracias"" por parte de la policía rural, son ""los primeros dolores y las primeras humillaciones"" (Alvarez 1897: 30) que lo transformarán en ciudadano, y algo más tarde, en agente estatal. El relato de la leva es fuertemente contradictorio: incluye, por un lado, la denuncia tópica de la literatura gauchesca, aunque su sentido político es el inverso al justificar la violencia estatal como origen de la felicidad futura: ""Legó un día para mí dichoso y bendecido -porque es el origen de mi felicidad actual- en que una leva me tomó y puso punto final a mis correrías de vagabundo, perfilando sobre la figura mal perjeñada del gaucho ignorante la simpática figura del soldado."" (Alvarez 1897: 16) ""¡Los fletes nuestros y nuestras pilchas mejores, serían presa de los piquetanos que nos habían cazado como a chorlos! ¡ Ahí quedaban entre sus garras hambrientas!"" (Alvarez 1897: 29)"
2179,105,N605," En las Memorias ficcionales, Fabio Carrizo relata su historia como soldado de línea sacado a la fuerza de su entorno rural, y transformado más tarde y por voluntad propia, en agente de policía. La curva que había comenzado al nacer como ""un acontecimiento natural, de esos que (...) se producen en nuestras campañas desiertas""(Alvarez 1897: 14) adquiere sentido a partir del ingreso en el ejército de línea: ""fui soldado y me hice hombre."" (Alvarez 1897: 31) El grupo familiar, como asociación, no parece suficiente para la existencia social, pues se trata de un vínculo casual equiparable a un fenómeno de la naturaleza: ""Para mi padre, fui seguramente una boca más que alimentar, para mi madre, una preocupación que se sumaba a las ocho iguales que tenía (...), congregados por la casualidad bajo aquel techo hospitalario."" (Alvarez 1897: 13)"
2178,105,N580," La lógica de la identidad y del reparto obliga a despejar las dudas desde el espacio institucional, y quien escribe las Memorias y la Galería de ladrones funda su legitimidad como voz del Estado . Como comisario de pesquisas, publica la Galería en la Imprenta Policial, con un prólogo dirigido a su superior, ""Coronel Aureliano Cuenca"", y una firma al pie: ""José Sixto Alvarez"". La administración del propio nombre también es una estrategia en el espacio del texto: de la cabeza del prontuario al pie del prólogo. Los límites en el interior del Estado apuran a señalar, por la escritura de las firmas, la propia identidad; a trazar también, en el reparto, una distancia de los nombres: del alias delictual al nombre propio."
2177,105,N574," A pesar del narrador, el texto insiste en cuestionar la estabilidad de los opuestos, cuando dice acerca de los ladrones: ""les cuesta deshacerse de la cáscara de compadrito, origen común de todos ellos, que son generalmente muchachos de la última clase, vendedores de diarios ascendidos a carreros o sirvientes y cuya educación e ilustración son nulas. Sin embargo, ellos aprenden a leer y escribir en los meses de reclusión y luego la emprenden con los libros de medicina, y cualquier otra ciencia útil para su arte."" (Alvarez 1897: 83-4)"
2175,105,N548," El estudio del sujeto como ""caso"" resulta también una afición compartida:""El buen resultado para el ladrón depende de mil circunstancias que deben estudiarse, tales como el carácter del individuo candidato a robado, sus tendencias, sus aficiones, sus amistades, su parentela."" (Alvarez 1897: 117)"
2176,105,N554," Igualmente, el origen social y el papel de la educación en el ascenso jerárquico -la adquisición de habilidades de lectura y escritura- brindan tanto un contraste como un área de analogías: Fabio Carrizo, muchacho de la clase más desposeída del campo, ha dejado atrás su vida de ""paria"" y ""desheredado"" al entrar en el ejército: ""aquel batallón fue mi hogar y fue mi escuela."" (Alvarez 1897: 32) En Buenos Aires, aprende a diferenciarse de otros policías, que son ""puros gallegos"" (Alvarez 1897: 67) y escucha el consejo que le señala:""si querés pasar de sargento, aprendé la pluma, sin ésto - y movía en el aire la mano como quien escribe -es al ñudo forcejear."" (Alvarez 1897: 69)"
2174,105,N533," La voz del ladrón escrita por Alvarez señala con el condicional del verbo - ""si fuéramos"" - la distancia que separa las especies. Sin embargo, la oposición pierde nitidez cuando el propio estafador no se reconoce tampoco como ladrón:""los que hacen el scrucho o cuentan el cuento, son (...) los estafadores, los más inteligentes, más astutos y de más buen tono en el mundo lunfardo; son, como si dijéramos, su aristocracia (...) No se tienen por ladrones (...). Cuando se les ha motejado de ladrones se han indignado."" (Alvarez 1897: 115-116)"
2173,105,N524," Paralelamente, y según la misma lógica del reparto, la ""cuestión del otro"" aconsejaba dibujar un espacio institucional y social delimitado para una ""identidad propia"" del sujeto de la escritura. El narrador de las Memorias y el galerista policial buscan como punto de partida remarcar las diferencias básicas entre ladrón y policía. Sin embargo, la observación metódica, la búsqueda de ascenso en el oficio, el uso de informantes, la afición a ""caminar"" para el dominio del terreno, dan cuenta de un ámbito de intersección que pone a esas dos categorías en peligroso contagio. Fabio Carrizo relata que nada escapa""al ojo sagaz del estafador que es un infatigable caminador y que, como anda día y noche por las calles en busca de otarios -víctimas - no deja de conocerles las guaridas y los trabajos en que andan ocupados. Se les oye decir con mucha frecuencia: - Vea, ... el 'trabajo' (...) que hace un hombre, se conoce por el modo de caminar!... Si fuéramos de la policía, ¡que pesquisas de mi flor!"" (Alvarez 1897: 115)"
2171,105,N480," La identidad ilegítima de los enemigos internos invierte el sentido del tiempo y compromete el nombre de la nación. En el texto de Dellepiane, los rateros y ladrones que aparecian en Alvarez se han transformado en hombres ""sin Dios, sin religión, sin Patria"" que buscan imponer sus ""fantásticas ilusiones, por medio de la dinamita."""
2172,105,N500," Si ""la 'cuestión del otro' es constitutiva de la identidad"" (Benoist 1981: 15) , la identidad nacional buscada supone el trazado de límites en cuyo interior se asimilen los sectores integrables al proyecto político; mientras que la variable coercitiva opera expulsando o recluyendo a las fracciones pre o extra-estatales no incorporables a la estructura nacional. Los funcionarios del Estado argentino, muchos de ellos prolíficos ensayistas, diseñaron en sus escritos todo un catálogo de soluciones para los sectores no integrados. Esta lógica se registra en la Galería, cuya confección estaba destinada a ""transformarla en medidas útiles para la repartición"" mientras que en las Memorias, el ""otro"" social, el mundo lunfardo, recibe un doble tratamiento: el ojo identificador y el relato anecdótico."
2170,105,N454," La ""pendiente del crimen"", el ""resbalar"" hacia el delito y otras metáforas de tránsito, permiten la aparición del concepto de ""peligrosidad"". Éste, junto a ""defensa social"" y ""enemigo interno"" son términos de un mismo cuerpo retórico que se entreteje en la época, y subsiste fuertemente durante el siglo XX en la Argentina. Alberto Dellepiane, miembro de la Comisión de Cárceles y Casas de Corrección de la Capital, en 1912 hace decir a un personaje de ficción:""los enemigos internos de la patria, que son cuantos violan sus leyes, detendrán nuestro progreso y mancharán nuestro nombre; porque donde la impunidad del criminal se convierte en axioma y no impera la justicia, flaquea la sólida base donde se apoya la grandeza de las naciones y se retrograda, marchando hacia la tribu, lo que sería remontar la corriente del pasado."" (Dellepiane 1912)"
2169,105,N447," La identidad ""reconocida"" hace aparecer un tiempo lineal, acumulativo, que permite la caracterización del ""caso"" según el tipo de trayecto (evolución, involución, degeneración) y la previsión de un futuro desarrollo: "
2167,105,N419," El título de uno de los capítulos de las Memorias -""De oruga a mariposa""- nombra la transformación del protagonista con la retórica del paradigma científico dominante, que hace leer y escribir la historia individual y social en términos de progreso o degeneración. (Papp & Babini 1961)"
2168,105,N429,"Según Benedict Anderson el tiempo homogéneo y vacío en el que se inscriben las historias individuales es propio del modelo conceptual que permite ""pensar la nación""(Anderson 1993: 43-46) y de hecho, la transformación de Fabio Carrizo -de paisano rural a vigilante urbano- implica su entrada a la órbita del Estado. Ello acarrea por un lado la adquisición de una identidad, y a medida que asciende en la jerarquía adquiere también la capacidad de identificar a otros y de indicar en qué tipo de trayecto se inscriben sus vidas y a qué categoría pertenecen. El origen de las especies, en este texto, es el Estado:""...colocado ya en altura mayor que la de un simple agente de pesquisas, me fue dado penetrar en las profundidades del organismo social, estudiando casos particulares"" (Alvarez 1897: 71). ""Cada especie tiene su fisonomía especial, sus costumbres propias, y sus maneras de ejecutar un trabajo."" (Alvarez 1897: 71) "
2166,105,N401,"La centralidad del paradigma visual es evidente en el uso de la fotografía policial en la Galería de ladrones, y reaparece también en el nombre de varios capítulos de las Memorias -""Bocetos de un miope"" , ""La linterna de Regnier"", ""Cinematógrafo""-, y la retórica narrativa de la pesquisa, recurre a menudo al campo semántico de lo visible: ""Tengo grabadas en la retina, y para siempre lo estarán tal vez, las escenas callejeras que más me impresionaron, los cuadros de la vida que primero descifraron mis ojos y las primeras letras del abecedario social que aprendí a conocer."" (Alvarez 1897: 44)"
2163,105,N318," En 1915, en El Lenguaje del Bajo Fondo, el comisario Luis Villamayor asegura que llegan ""en muchos casos hasta constituir sociedades y círculos, ""barras"" con extensas ramificaciones (...) y para comunicarse usan un lenguaje especial,"" (Villamayor 1915: 40) lenguaje que según Drago ""obedece en su formación a los mismos principios y necesidades que han precedido al de los dialectos nacionales."" (Drago 1888: 10) "
2164,105,N351,"Así, mientras Fabio Carrizo en Memorias de un vigilante formaba su nueva identidad estatal bajo ""la gloriosa bandera"" y el ""ojo vigilante de los jefes y oficiales,"" (Alvarez 1897: 31-32) comunidades sigilosas, asociadas a otras fidelidades, hacían su aparición. Sus identidades se producían al margen del Estado, como puede verse en el ladrón apodado 'Fallatutti' (Galería, num. 115), en cuyo brazo izquierdo un tatuaje dice, en lengua extranjera y rodando el dibujo de un hombre: ""Giuro Fedeltá""."
2165,105,N372," Tanto en la Galería de ladrones como en las Memorias de un vigilante prevalece la obsesión, propia de la época, por controlar los ámbitos percibidos como caóticos, armando cuadrículas que fijen identidades. Por medio del registro institucional en el primer texto, a través del relato ficcional en el segundo, se busca detectar visualmente los objetos con ""ojo clínico"", registrarlos, determinar los tipos. En las Memorias, Fabio Carrizo recuerda el impacto perceptual que le produjo a él - hombre del campo- la entrada en la ciudad de Buenos Aires, y su progresiva adquisición de habilidades de vigilante:""Durante un mes mi cerebro trabajó como no había trabajado durante los días de mi vida, reunidos, y de noche las paredes desnudas de mi modesto cuarto de conventillo me veían caer como borracho sobre mi cama, abrumado bajo el peso de las sensaciones de cada día. Me acostaba, y la barahúnda de las calles zumbaba en mis oídos, y desfilaban, en línea interminable, las figuras heterogéneas que en el día habían pasado por mi vista."" (Alvarez 1897: 39)""El sargento Gómez y Regnier (...) me fueron enseñando poco a poco a distinguir los caracteres de las cosas que como un kaleidoscopio pasaban ante mi vista."" (Alvarez 1897: 120)"
2162,105,N260," Como afirman Adorno y Horkheimer, ""la constelación dentro de la cual se instaura la identidad (...) es siempre la del terror.""(Adorno & Horkheimer 1969: 214) Durante fines del siglo XIX y comienzos del XX, el Estado argentino procura el bloqueo de todas las formas que pudieran conducir a la revuelta social o a la organización masiva del robo. Numerosos textos de la época que representan asociaciones temibles e ilegítimas en el interior de la nación. Ernesto Quesada aborda el tema de las comunidades no integradas al Estado, como un problema del continente americano (""el azote amarillo, los negros y los indios""), agravado justamente porque conservan una organización propia: ""Los ensayos de civilizar grupos colectivos han dado pésimos resultados, no hay más remedio que civilizarlos individualmente, que espacirlos (...), respetando al individuo pero disolviendo a la colectividad."" (Quesada 1900: 95-97) Drago, en Los hombres de presa, describe con detalle los vínculos internos de las asociaciones delictivas:""Los ladrones y malhechores de Buenos Aires (...) están sometidos a una organización estricta (...), rara vez obran por su cuenta, sino de concierto con otros, reconociendo todos un jefe más hábil y atrevido que ellos, con el cual 'caminan', para emplear su expresión. Las compañías están militarmente organizadas (...), los individuos están anotados por sus apodos (...) en idénticas libretas a las que lleva la brigada de una fuerza de línea, indicando la hora, el día (...) y la distribución de todos los servicios, marcando los turnos."" (Drago 1888: 72)"
2161,105,N251," La ""identidad estatal"" se define según la suma de ciertos ítems promocionados por el discurso policial, científico o burocrático, y permite a las instituciones del Estado representarla y señalar los valores que le otorgan sentido y legitimidad. En textos mucho más tardíos este patrón identitario estatal seguirá expresándose con la mayor claridad: ""No obstante poseer el hombre la prueba infalible de su personalidad, sólo hallará ésta sentido y auténtico valor si el Estado, al reconocerla, la respalda con toda la autoridad de sus instituciones y de sus leyes.""(Rodríguez 1944: 13)"
2160,105,N240," Paralelamente, se crea un enorme conjunto de instituciones y publicaciones legales, criminológicas, antropológicas y psiquiátricas, cuyo objeto de estudio es el delincuente. La criminología argentina se conforma en estrecha relación con la escuela italiana, por lo que tiende a privilegiar más el estudio de personas que la entidad jurídica del delito. (Ferri 1924) Las ciencias propician una definición y un abordaje del sujeto desde todos los frentes: conocer sus hábitos, sus relaciones y sus prácticas culturales permite construir ""casos"", encuadrar al individuo en la medida en que se lo puede describir, juzgar, medir, comparar a otros. (Foucault 1985: 195-197)"
2159,105,N189," La asunción de Julio A. Roca como presidente argentino fue en cierto sentido la culminación de un largo proceso previo. Como expresa Halperín Donghi, ""nada quedaba en efecto de la nación que fuese superior a la nación misma. (...) El triunfo de Roca era el del Estado Central."" (Halperin Donghi 1980: xcv) Desde 1880, se va conformando la legislación que tiende a centralizar la regulación de conductas y el registro de identidades. La ley de Registro Civil (1884), el primer Código Penal (1886) , la Ley de Residencia (1902), el Registro Nacional de Reincidencia y Estadística Criminal , la Ley de Enrolamiento General (1911) conforman un fuerte sistema de control poblacional que va perfeccionándose en las primeras décadas del siglo veinte. Ernesto Quesada, durante su desempeño como Agente Fiscal, fue el primero en ocuparse de la redacción de un anteproyecto de ley para la creación de un ""Archivo Criminal de Reincidencia"", presentado en 1901. Se concretó en 1933, como ""Registro Nacional de Reincidencia y Estadística Criminal"". La legislación civil busca estabilizar la identidad mediante distintos tipos de registros: Juan Vucetich llegará a afirmar años más tarde que el documento de identidad ""es el equivalente legal del individuo; su representación perfecta, la cifra matemática de su individualidad"" (Rodríguez 1944: 16) ."
2158,105,N181," V -Michel Foucault señala que la individualización y la totalización son dos formas de una misma racionalidad política (Foucault 1991). En este sentido, la constitución de identidades subjetivas y la de un Estado-Nación (como totalidad política y comunidad imaginaria) son hasta cierto punto términos correlativos."
2156,105,N171," III - Existe un estrecho vínculo entre los momentos de constitución del Estado y la definición de las actividades consideradas como delictivas. La progresiva organización de aquél determina si ciertas actividades han de considerarse como delitos o como luchas faccionales por el poder o por el reconocimiento de derechos: ""el proceso de institución firme del Estado precisamente es aquél en que se clarifica esa distinción y el rótulo de 'delincuente' se aplica en lugar del de 'enemigo', o simplemente de 'extraño', a quienes transgreden las normas.""(McIntosh 1977: 21)"
2157,105,N177," IV - Las instituciones administrativas estatales suelen ser parte fundamental de las políticas de construcción de la nación: según Benedict Anderson el censo, el mapa y el museo son algunos ejemplos de cómo pueden constituirse ""gramáticas"" que crean verdaderas ""categorías de identidad"" a través de sus prácticas clasificatorias o de representación . (Anderson 1993: 228-230)"
2155,105,N166," II - Según Gellner, la unidad política perseguida por los Estados sólo puede llegar a ser homogénea exterminando, expulsando o asimilando a los sectores no integrados. (Gellner 1988: 15) Tales acciones deben disponer entonces, para obtener legitimidad, de una serie de criterios que permitan identificar y distinguir a los sectores integrables de los que no lo son."
2154,105,N157," I - En Naciones y nacionalismo Ernest Gellner afirma -en la línea de Max Weber- que el Estado es el aparato que se constituye a sí mismo como único detentador de la violencia legítima dentro de la sociedad, y que el mismo consiste en el conjunto de instituciones relacionadas con la conservación del orden. ""El Estado existe allí donde agentes especializados en esa conservación, como la policía y los tribunales, se han separado de la vida social. Ellos son el Estado."" (Gellner 1988: 16-17)"
2153,105,N108,"2. Memorias de un Vigilante (1897) fue publicado por José S. Alvarez con el seudónimo ""Fabio Carrizo"" (en ediciones posteriores firma como ""Fray Mocho""). Son memorias ficcionales que relatan en primera persona la historia de Fabio Carrizo, desde su nacimiento en el campo hasta su asunción como sargento de policía en la Capital. Los primeros capítulos relatan la vida de Fabio en términos evolucionistas: de ""vago"" se transformará en ""peón"" y más tarde en ""soldado de línea"" del ejército, institución en la cual adquiere una identidad, aprende a leer y a amar a ""la gloriosa bandera"". La segunda parte relata la entrada a la ciudad de Buenos Aires en el año 1880 y su ingreso como agente de la policía. El narrador se detiene en las percepciones de la heterogeneidad urbana, en una ciudad que comenzaba a transformarse, adquiriendo los rasgos cosmopolitas acentuados hacia fines de siglo por el aumento de la inmigración. Fabio focaliza su mirada de policía en un mundo diferenciado por la transgresión a la ley, el ""mundo lunfardo"", y despliega con notable ambivalencia las anécdotas picarescas sobre modos de robar junto al análisis policíaco minucioso de los delitos contra la propiedad. En un relato fascinado por el ingenio de los delincuentes, el narrador expone una clasificación de ladrones y robos según un cuadro creciente que va de la simple ratería al ""arte sublime"", de ""la plebe"" a ""la aristocracia lunfarda"", de la ""carne de presidio"" a los ""príncipes de la uña"". Distingue con precisión los distintos ""trabajos"" del lunfardo, la diferencia entre criollos y extranjeros, el papel de las mujeres, los delatores, las relaciones con la policía, las guaridas, la jerga, las jerarquías. Aunque las Memorias producen la emergencia de una voz (el sujeto de escritura) que se identifica totalmente con el Estado, el texto es ambivalente y socava las diferencias identitarias que busca establecer."
